times
0,0149
0,7482
0,1210
0,2219
0,4399
0,0294
0,0433
0,3184
0,1297
0,3984
0,3317
0,0571
0,4096
0,0094
0,0204
0,0520
0,1828
0,0222
0,1814
0,0582
0,1935
0,3837
0,0962
0,1787
0,1543
0,1106
0,0095
0,1546
0,0118
0,1617
0,0059
0,0313
0,0846
0,5344
0,0228
0,0538
0,0289
0,1033
0,0826
0,4510
0,0733
0,0463
0,0093
0,0931
0,1276
0,3007
0,0068
0,1253
0,0303
0,1908
0,1699
0,2433
0,0727
0,0320
0,0809
0,2744
0,0906
0,0113
0,2418
0,0433
0,2177
0,1291
0,5372
0,1317
0,4424
0,0545
0,1923
0,1501
0,3281
0,0109
0,0803
0,0450
0,1110
0,1470
0,3285
0,5278
0,1795
0,0530
0,0324
0,3319
0,0410
0,7279
0,0195
0,0902
0,0950
0,0026
0,3545
0,2955
0,3312
0,1631
0,1211
0,0258
0,3698
0,4679
0,1086
0,0834
0,9398
0,0169
0,0074
0,0405
0,0789
0,0141
0,0107
0,0148
0,2377
0,0243
0,1077
0,0085
0,1389
0,2288
0,0466
0,0595
0,0549
0,0015
0,3265
0,1332
0,1223
0,0196
0,0258
0,2648
0,1495
0,0280
0,0691
0,0589
0,0345
0,3199
0,0359
0,7156
0,0572
0,2760
0,4072
0,0303
0,0438
0,0249
0,3541
0,0111
0,1301
0,1497
0,1693
0,0335
0,1779
0,0102
0,1661
0,0537
0,1252
0,0317
0,2573
0,0941
0,6173
0,4093
0,2511
0,1855
0,2353
0,0365
0,1268
0,0563
0,0534
0,3617
0,1244
0,2061
0,0082
0,1048
0,0318
0,0134
0,5382
0,1077
0,1050
0,3960
0,0612
0,0410
0,0707
0,0176
0,2545
0,0113
0,1960
0,7066
0,5989
0,0743
0,2024
0,1006
0,0595
0,0552
0,0166
0,0207
0,0838
0,2512
0,4678
0,2311
0,0440
0,0687
0,0146
0,0483
0,2790
0,1307
0,3060
0,0715
0,0363
0,1503
0,2130
0,0866
0,0319
0,2671
0,3313
0,4479
0,0707
0,5231
0,0532
0,0463
0,0908
0,0365
0,0924
0,0550
0,1651
0,0424
0,2614
0,1053
0,0643
0,0753
0,0659
0,2408
0,3828
0,4656
0,2069
0,0143
0,1092
0,2120
0,1048
0,0768
0,3122
0,1900
0,1742
0,0568
0,3463
0,0143
0,0557
0,0096
0,1149
0,1254
0,1030
0,0072
0,1089
0,1837
0,2038
0,2271
0,2039
0,0232
0,0603
0,0130
0,0266
0,0110
0,0014
0,2601
0,2466
0,2019
0,1690
0,0779
0,2064
0,0531
0,9228
0,0169
0,1806
0,4735
0,2154
0,2911
0,4868
0,3525
0,1486
0,2090
0,0057
0,1119
0,3780
0,1363
0,3093
0,5892
0,0517
0,0114
0,1045
0,0383
0,0038
0,0159
0,1077
0,2310
0,0944
0,1345
0,2042
0,0590
0,1513
0,0746
0,0036
0,0590
0,0932
0,7580
0,5431
0,2515
0,0082
0,4981
0,0286
0,4173
0,1131
0,0473
0,0175
0,2660
0,0624
0,1626
0,2051
0,1549
0,0721
0,2377
0,0459
0,4641
0,1852
0,0570
0,0948
0,2825
0,0280
0,4243
0,0087
0,0348
0,0756
0,0297
0,1131
0,0758
0,1328
0,0629
0,0050
0,0497
0,0010
0,8369
0,0284
0,0119
0,2362
0,0373
0,3221
0,1852
0,5122
0,3703
0,8686
0,0690
0,3751
0,2408
0,1124
0,1247
0,5102
0,0614
0,0109
0,0691
0,1249
0,0600
0,0981
0,0242
0,0696
0,0069
0,4155
0,0844
0,3714
0,1274
0,2740
0,1527
0,3839
0,1319
0,0911
0,0356
0,0425
0,0834
0,1634
0,0038
0,0250
0,0781
0,2501
0,0559
0,0440
0,0744
0,1679
0,4023
0,2894
0,1049
0,1125
0,0793
0,0978
0,4320
0,1472
0,0912
0,3118
0,2358
0,2410
0,0359
0,1871
0,0756
0,1700
0,1706
0,2206
0,1543
0,0894
0,2159
0,0666
0,4620
0,0334
0,1876
0,0414
0,0484
0,1605
0,4134
0,1380
0,1557
0,2857
0,0300
1,0490
0,2487
0,1876
0,5296
0,0011
0,7908
0,2399
0,0279
0,5543
0,1816
0,1869
0,0732
0,0104
0,1538
0,0703
0,1548
0,1205
0,0185
0,1136
0,0879
0,2230
0,0686
0,0325
0,3043
0,0520
0,1664
0,0375
0,0332
0,2190
0,0523
0,1991
0,0609
0,0820
0,0921
0,0751
0,0147
0,4243
0,2939
0,0328
0,2216
0,3023
0,0273
0,0784
0,0321
0,0375
0,1789
0,5656
0,0860
0,1187
0,7450
0,0258
0,0440
0,1738
0,1188
0,3114
0,0751
0,1013
0,3582
0,0279
0,0966
0,4429
0,3687
0,1350
0,2398
0,3481
0,0090
0,0788
0,0788
0,0275
0,0840
0,0574
0,1323
0,1477
0,0180
0,0710
0,1604
0,3103
0,1625
0,1876
0,2435
0,0122
0,2906
0,0448
0,3340
0,1647
0,0272
0,1109
0,1270
0,0260
0,0192
0,3362
0,0760
0,2390
0,0289
